Store_ID,Week,Paperback_Sales,Hardcover_Sales,Paperback_Revenue,Hardcover_Revenue,Profit,Customer_Age,Customer_Gender,Customer_Income,Paperback_Profit,Hardcover_Profit,Company
0,0,28,15,307.72,344.84999999999997,19.577099999999998,Adult,Female,Medium,9.2316,10.3455,Chain
0,1,21,18,230.79,413.82,19.3383,Young Adult,Male,High,6.923699999999999,12.4146,Chain
0,2,31,13,340.69,298.87,19.186799999999998,Adult,Male,Low,10.220699999999999,8.966099999999999,Chain
0,3,19,15,208.81,344.84999999999997,16.6098,Senior,Male,Medium,6.2642999999999995,10.3455,Chain
0,4,23,6,252.77,137.94,11.721300000000001,Adult,Male,Low,7.5831,4.138199999999999,Chain
0,5,26,10,285.74,229.89999999999998,15.469199999999999,Adult,Male,Low,8.5722,6.896999999999999,Chain
0,6,40,12,439.6,275.88,21.4644,Young Adult,Female,High,13.188,8.276399999999999,Chain
0,7,23,13,252.77,298.87,16.5492,Senior,Female,Low,7.5831,8.966099999999999,Chain
0,8,22,14,241.78,321.85999999999996,16.9092,Young Adult,Male,Low,7.2534,9.655799999999997,Chain
0,9,26,8,285.74,183.92,14.089799999999999,Middle Age,Female,Medium,8.5722,5.5176,Chain
0,10,20,15,219.8,344.84999999999997,16.9395,Young Adult,Male,Medium,6.594,10.3455,Chain
0,11,17,11,186.83,252.89,13.191600000000001,Adult,Male,Low,5.6049,7.5866999999999996,Chain
0,12,22,7,241.78,160.92999999999998,12.081299999999999,Adult,Female,High,7.2534,4.827899999999999,Chain
0,13,23,15,252.77,344.84999999999997,17.9286,Adult,Female,Low,7.5831,10.3455,Chain
0,14,23,10,252.77,229.89999999999998,14.480099999999998,Adult,Female,Low,7.5831,6.896999999999999,Chain
0,15,26,13,285.74,298.87,17.5383,Middle Age,Male,Low,8.5722,8.966099999999999,Chain
0,16,25,14,274.75,321.85999999999996,17.898299999999995,Young Adult,Male,Low,8.2425,9.655799999999997,Chain
0,17,25,8,274.75,183.92,13.760099999999998,Middle Age,Male,High,8.2425,5.5176,Chain
0,18,32,15,351.68,344.84999999999997,20.895899999999997,Middle Age,Male,Low,10.5504,10.3455,Chain
0,19,26,8,285.74,183.92,14.089799999999999,Middle Age,Female,Medium,8.5722,5.5176,Chain
0,20,29,12,318.71,275.88,17.837699999999998,Young Adult,Male,Low,9.5613,8.276399999999999,Chain
0,21,25,12,274.75,275.88,16.5189,Senior,Female,Low,8.2425,8.276399999999999,Chain
0,22,25,14,274.75,321.85999999999996,17.898299999999995,Adult,Male,High,8.2425,9.655799999999997,Chain
0,23,23,17,252.77,390.83,19.308,Senior,Female,Low,7.5831,11.7249,Chain
0,24,26,8,285.74,183.92,14.089799999999999,Adult,Female,Low,8.5722,5.5176,Chain
0,25,16,9,175.84,206.91,11.4825,Young Adult,Female,Low,5.2752,6.2073,Chain
0,26,22,7,241.78,160.92999999999998,12.081299999999999,Middle Age,Female,High,7.2534,4.827899999999999,Chain
0,27,23,14,252.77,321.85999999999996,17.2389,Adult,Male,Medium,7.5831,9.655799999999997,Chain
0,28,37,10,406.63,229.89999999999998,19.095899999999997,Adult,Female,High,12.1989,6.896999999999999,Chain
0,29,33,7,362.67,160.92999999999998,15.708,Young Adult,Male,High,10.8801,4.827899999999999,Chain
0,30,17,12,186.83,275.88,13.881300000000001,Adult,Female,High,5.6049,8.276399999999999,Chain
0,31,29,14,318.71,321.85999999999996,19.2171,Teen,Female,High,9.5613,9.655799999999997,Chain
0,32,21,14,230.79,321.85999999999996,16.5795,Teen,Male,Low,6.923699999999999,9.655799999999997,Chain
0,33,18,17,197.82,390.83,17.659499999999998,Middle Age,Female,Medium,5.9346,11.7249,Chain
0,34,21,6,230.79,137.94,11.0619,Young Adult,Female,Low,6.923699999999999,4.138199999999999,Chain
0,35,34,8,373.66,183.92,16.7274,Young Adult,Male,High,11.2098,5.5176,Chain
0,36,31,9,340.69,206.91,16.428,Adult,Male,Low,10.220699999999999,6.2073,Chain
0,37,18,15,197.82,344.84999999999997,16.280099999999997,Young Adult,Female,Low,5.9346,10.3455,Chain
0,38,33,8,362.67,183.92,16.3977,Senior,Female,Medium,10.8801,5.5176,Chain
0,39,26,12,285.74,275.88,16.8486,Adult,Male,Medium,8.5722,8.276399999999999,Chain
0,40,26,12,285.74,275.88,16.8486,Senior,Female,Low,8.5722,8.276399999999999,Chain
0,41,21,6,230.79,137.94,11.0619,Teen,Female,Low,6.923699999999999,4.138199999999999,Chain
0,42,30,8,329.7,183.92,15.4086,Young Adult,Female,Medium,9.891,5.5176,Chain
0,43,31,14,340.69,321.85999999999996,19.876499999999997,Senior,Female,High,10.220699999999999,9.655799999999997,Chain
0,44,29,16,318.71,367.84,20.5965,Middle Age,Female,Medium,9.5613,11.0352,Chain
0,45,27,15,296.73,344.84999999999997,19.247399999999995,Young Adult,Male,Low,8.9019,10.3455,Chain
0,46,16,9,175.84,206.91,11.4825,Young Adult,Female,Low,5.2752,6.2073,Chain
0,47,26,10,285.74,229.89999999999998,15.469199999999999,Senior,Male,Medium,8.5722,6.896999999999999,Chain
0,48,32,9,351.68,206.91,16.7577,Senior,Female,Medium,10.5504,6.2073,Chain
0,49,26,12,285.74,275.88,16.8486,Adult,Male,Medium,8.5722,8.276399999999999,Chain
0,50,19,13,208.81,298.87,15.2304,Senior,Female,High,6.2642999999999995,8.966099999999999,Chain
0,51,29,13,318.71,298.87,18.527399999999997,Young Adult,Male,Medium,9.5613,8.966099999999999,Chain
1,0,17,19,186.83,436.80999999999995,18.7092,Young Adult,Female,Low,5.6049,13.104299999999999,Chain
1,1,26,10,285.74,229.89999999999998,15.469199999999999,Senior,Female,Low,8.5722,6.896999999999999,Chain
1,2,14,17,153.86,390.83,16.340700000000002,Young Adult,Male,Medium,4.6158,11.7249,Chain
1,3,30,10,329.7,229.89999999999998,16.787999999999997,Young Adult,Female,Medium,9.891,6.896999999999999,Chain
1,4,26,11,285.74,252.89,16.1589,Senior,Male,High,8.5722,7.5866999999999996,Chain
1,5,15,10,164.85,229.89999999999998,11.8425,Senior,Male,Medium,4.9455,6.896999999999999,Chain
1,6,25,13,274.75,298.87,17.2086,Teen,Male,Medium,8.2425,8.966099999999999,Chain
1,7,21,11,230.79,252.89,14.510399999999997,Young Adult,Male,Low,6.923699999999999,7.5866999999999996,Chain
1,8,21,12,230.79,275.88,15.200099999999999,Middle Age,Male,High,6.923699999999999,8.276399999999999,Chain
1,9,26,4,285.74,91.96,11.331,Adult,Female,Low,8.5722,2.7588,Chain
1,10,31,11,340.69,252.89,17.807399999999998,Senior,Female,Low,10.220699999999999,7.5866999999999996,Chain
1,11,21,14,230.79,321.85999999999996,16.5795,Middle Age,Male,Medium,6.923699999999999,9.655799999999997,Chain
1,12,22,11,241.78,252.89,14.840099999999998,Young Adult,Male,High,7.2534,7.5866999999999996,Chain
1,13,26,12,285.74,275.88,16.8486,Senior,Female,Low,8.5722,8.276399999999999,Chain
1,14,24,16,263.76,367.84,18.947999999999997,Young Adult,Male,Medium,7.9128,11.0352,Chain
1,15,23,9,252.77,206.91,13.7904,Middle Age,Male,High,7.5831,6.2073,Chain
1,16,20,10,219.8,229.89999999999998,13.491,Senior,Male,Medium,6.594,6.896999999999999,Chain
1,17,25,10,274.75,229.89999999999998,15.139499999999998,Senior,Female,Medium,8.2425,6.896999999999999,Chain
1,18,22,11,241.78,252.89,14.840099999999998,Young Adult,Female,High,7.2534,7.5866999999999996,Chain
1,19,28,12,307.72,275.88,17.508,Teen,Female,Medium,9.2316,8.276399999999999,Chain
1,20,20,16,219.8,367.84,17.629199999999997,Adult,Female,High,6.594,11.0352,Chain
1,21,29,17,318.71,390.83,21.286199999999997,Young Adult,Female,Low,9.5613,11.7249,Chain
1,22,24,11,263.76,252.89,15.4995,Teen,Female,High,7.9128,7.5866999999999996,Chain
1,23,29,3,318.71,68.97,11.630399999999998,Middle Age,Female,Low,9.5613,2.0690999999999997,Chain
1,24,35,13,384.65000000000003,298.87,20.505599999999998,Young Adult,Female,Medium,11.5395,8.966099999999999,Chain
1,25,31,13,340.69,298.87,19.186799999999998,Senior,Male,High,10.220699999999999,8.966099999999999,Chain
1,26,23,9,252.77,206.91,13.7904,Senior,Female,Low,7.5831,6.2073,Chain
1,27,24,7,263.76,160.92999999999998,12.740699999999999,Young Adult,Female,Low,7.9128,4.827899999999999,Chain
